,ATM,Total,OK,criticidad
2473,A222,1453700.0,OK,
2474,B832,1350600.0,OK,
2475,B833,1588300.0,OK,
2476,B836,1247700.0,OK,
2477,3863,526140.0,OK,
2478,9261,564420.0,OK,
2479,D931,576460.0,OK,
2480,D932,715940.0,OK,
2481,D933,595400.0,OK,
2482,0857,1746900.0,OK,
2483,3245,686880.0,OK,
2484,3809,801080.0,OK,
2485,4708,1025040.0,OK,
2486,E721,499580.0,OK,
2487,2503,401200.0,Fail,
2488,2528,716500.0,OK,
2489,2652,1258000.0,OK,
2490,6489,643300.0,OK,
2491,6490,768680.0,OK,
2492,6491,718300.0,OK,
2493,1614,2066500.0,OK,
2494,1618,365800.0,Fail,
2495,7171,573720.0,OK,
2496,A767,726480.0,OK,
2497,0037,617700.0,OK,
2498,0048,658900.0,OK,
2499,E004,894600.0,OK,
2500,C631,1592500.0,OK,
2501,C632,1575400.0,OK,
2502,7845,442740.0,OK,
2503,7846,972220.0,OK,
2504,E324,434140.0,Fail,
2505,1619,1777400.0,OK,
2506,1620,1884200.0,OK,
2507,3167,551960.0,OK,
2508,4733,1356620.0,OK,
2509,7176,712780.0,OK,
2510,A696,889140.0,OK,
2511,3768,1590000.0,OK,
2512,3807,1851300.0,OK,
2513,9323,1475500.0,OK,
2514,5684,394260.0,Fail,
2515,6850,608240.0,OK,
2516,3081,1720700.0,OK,
2517,6429,581600.0,OK,
2518,B452,499000.0,OK,
2519,C577,1231650.0,OK,
2520,C578,1085500.0,OK,
2521,E291,775440.0,OK,
2522,7945,1071200.0,OK,
2523,7951,1932600.0,OK,
2524,3049,751660.0,OK,
2525,4204,1310940.0,OK,
2526,6051,707840.0,OK,
2527,0868,662200.0,Fail,
2528,0869,1151000.0,OK,
2529,3401,879400.0,OK,
2530,3591,656960.0,OK,
2531,4598,1313220.0,OK,
2532,E722,961620.0,OK,
2533,B840,587500.0,OK,
2534,B841,1351800.0,OK,
2535,2683,549340.0,OK,
2536,D935,648600.0,OK,
2537,D936,824180.0,OK,
2538,0872,1219900.0,OK,
2539,0879,1006000.0,OK,
2540,5563,437600.0,Fail,
2541,7803,759640.0,OK,
2542,E724,585800.0,OK,
2543,C424,1130200.0,OK,
2544,C425,1473700.0,OK,
2545,D744,447220.0,OK,
2546,E160,221360.0,Fail,
2547,C633,1010500.0,OK,
2548,C634,1240600.0,OK,
2549,4549,588100.0,OK,
2550,E325,567700.0,OK,
2551,9919,467150.0,Fail,
2552,9920,517980.0,OK,
2553,B179,1191600.0,OK,
2554,B180,1230300.0,OK,
2555,B181,1263800.0,OK,
2556,B182,1552900.0,OK,
2557,B184,137900.0,Fail,
2558,B183,165500.0,Fail,
2559,D601,455900.0,Fail,
2560,D602,389720.0,Fail,
2561,B188,819200.0,OK,
2562,B189,1600900.0,OK,
2563,B190,1774800.0,OK,
2564,B191,1923000.0,OK,
2565,B192,1365800.0,OK,
2566,B193,1727700.0,OK,
2567,B194,1404900.0,OK,
2568,D454,724920.0,OK,
2569,D456,766440.0,OK,
2570,E684,884320.0,OK,
2571,C635,1456500.0,OK,
2572,C636,1823700.0,OK,
2573,3411,618480.0,OK,
2574,4246,514460.0,OK,
2575,E326,1320600.0,OK,
2576,0207,1211500.0,OK,
2577,0222,1046600.0,OK,
2578,3387,464640.0,Fail,
2579,6464,1403400.0,OK,
2580,E578,646360.0,OK,
2581,A062,1180400.0,OK,
2582,B027,1698400.0,OK,
2583,2896,765600.0,OK,
2584,3021,131000.0,Fail,
2585,6228,794440.0,OK,
2586,C637,1364500.0,OK,
2587,C638,1125300.0,OK,
2588,7381,879440.0,OK,
2589,9679,945700.0,OK,
2590,E327,1000460.0,OK,
2591,2334,934600.0,OK,
2592,3141,2014500.0,OK,
2593,3142,1643800.0,OK,
2594,3872,514800.0,OK,
2595,6510,766640.0,OK,
2596,9200,710820.0,OK,
2597,0885,1485500.0,OK,
2598,0889,637900.0,OK,
2599,0895,1406400.0,OK,
2600,2661,1800600.0,OK,
2601,2434,643120.0,OK,
2602,9577,485720.0,Fail,
2603,E725,874260.0,OK,
2604,E726,914840.0,OK,
2605,B945,1480700.0,OK,
2606,B946,1770100.0,OK,
2607,3250,765980.0,OK,
2608,D645,502380.0,Fail,
2609,D646,575320.0,OK,
2610,2044,1427200.0,OK,
2611,2045,695500.0,OK,
2612,2046,796200.0,OK,
2613,2048,891800.0,OK,
2614,2049,777400.0,OK,
2615,7527,702080.0,OK,
2616,7536,700500.0,OK,
2617,7543,709600.0,OK,
2618,7559,548320.0,OK,
2619,0882,1156200.0,OK,
2620,7953,1659000.0,OK,
2621,7954,1860700.0,OK,
2622,5507,319860.0,Fail,
2623,6052,784720.0,OK,
2624,6053,589380.0,OK,
2625,B211,824740.0,OK,
2626,0544,274000.0,Fail,
2627,7215,648160.0,OK,
2628,C324,440360.0,Fail,
2629,B682,801000.0,OK,
2630,D739,1011500.0,OK,
2631,7969,1541400.0,OK,
2632,7976,1974800.0,OK,
2633,6054,534760.0,OK,
2634,6055,882440.0,OK,
2635,6056,846760.0,OK,
2636,3508,1497300.0,OK,
2637,8985,1660600.0,OK,
2638,8988,1431500.0,OK,
2639,4173,996940.0,OK,
2640,4615,331920.0,Fail,
2641,6229,642940.0,OK,
2642,9578,428840.0,OK,
2643,B529,1450800.0,OK,
2644,5761,195600.0,Fail,
2645,6230,364840.0,Fail,
2646,0223,1599100.0,OK,
2647,0230,1328600.0,OK,
2648,3372,678660.0,OK,
2649,9582,725340.0,OK,
2650,E579,437900.0,OK,
2651,E841,898140.0,OK,
2652,B699,828900.0,OK,
2653,B700,703700.0,OK,
2654,D831,759800.0,OK,
2655,1624,1391000.0,OK,
2656,1626,1766700.0,OK,
2657,7186,486680.0,Fail,
2658,C820,1340760.0,OK,
2659,1769,1673500.0,OK,
2660,1770,1565600.0,OK,
2661,4677,954940.0,OK,
2662,4698,868480.0,OK,
2663,B865,497700.0,OK,
2664,B866,1294200.0,OK,
2665,9589,701680.0,OK,
2666,D946,836960.0,OK,
2667,D947,725640.0,OK,
2668,C556,2127100.0,OK,
2669,C557,932500.0,OK,
2670,E287,712540.0,OK,
2671,E288,801060.0,OK,
2672,C199,2032800.0,OK,
2673,C200,1848500.0,OK,
2674,E020,664020.0,OK,
2675,E021,682800.0,OK,
2676,C639,1893100.0,OK,
2677,C640,1741600.0,OK,
2678,3373,769500.0,OK,
2679,9611,1561820.0,OK,
2680,E328,616580.0,OK,
2681,E329,382420.0,OK,
2682,2345,1312000.0,OK,
2683,3785,833720.0,OK,
2684,8862,609180.0,OK,
2685,8864,712860.0,OK,
2686,8865,773580.0,OK,
2687,A403,1238600.0,OK,
2688,A404,1407700.0,OK,
2689,A405,706300.0,OK,
2690,A406,444900.0,Fail,
2691,A420,1261200.0,OK,
2692,A421,687900.0,OK,
2693,C057,542100.0,Fail,
2694,6467,502600.0,Fail,
2695,A206,570320.0,OK,
2696,D720,621480.0,OK,
2697,D721,401080.0,Fail,
2698,D722,519420.0,OK,
2699,0217,857400.0,OK,
2700,0221,973600.0,OK,
2701,6800,634100.0,OK,
2702,6814,642140.0,OK,
2703,9615,1076200.0,OK,
2704,5725,1344500.0,OK,
2705,A455,2102900.0,OK,
2706,A456,1214100.0,OK,
2707,6219,791920.0,OK,
2708,8747,704480.0,OK,
2709,0491,2128700.0,OK,
2710,0494,2099100.0,OK,
2711,0816,1485300.0,OK,
2712,4524,1302540.0,OK,
2713,8360,1448300.0,OK,
2714,8362,1678000.0,OK,
2715,2964,807760.0,OK,
2716,3014,710240.0,OK,
2717,6306,732200.0,OK,
2718,B227,394800.0,Fail,
2719,B228,426400.0,Fail,
2720,3838,958700.0,OK,
2721,6231,568180.0,OK,
2722,8437,337860.0,Fail,
2723,B185,1959100.0,OK,
2724,B643,1684400.0,OK,
2725,3848,496240.0,Fail,
2726,6232,631040.0,OK,
2727,7984,1199800.0,OK,
2728,4738,1140360.0,OK,
2729,6058,643280.0,OK,
2730,8311,581640.0,OK,
2731,B955,652220.0,OK,
2732,3319,1924800.0,OK,
2733,3330,1491500.0,OK,
2734,5582,491920.0,Fail,
2735,6661,645420.0,OK,
2736,3148,1733600.0,OK,
2737,3157,872800.0,OK,
2738,5711,1248400.0,OK,
2739,6513,1257020.0,OK,
2740,0031,2001000.0,OK,
2741,0032,1096000.0,OK,
2742,0365,728040.0,OK,
2743,6023,1201260.0,OK,
2744,3158,694600.0,OK,
2745,3180,1621000.0,OK,
2746,4170,1986100.0,OK,
2747,3400,447420.0,Fail,
2748,3455,538260.0,OK,
2749,6514,1210180.0,OK,
2750,A379,1373900.0,OK,
2751,A591,1434800.0,OK,
2752,2244,317380.0,Fail,
2753,E814,654660.0,OK,
2754,A959,1405000.0,OK,
2755,A960,1748300.0,OK,
2756,E815,425460.0,Fail,
2757,E816,402240.0,Fail,
2758,2749,1214600.0,OK,
2759,2777,2062700.0,OK,
2760,6492,1336840.0,OK,
2761,9260,1237400.0,OK,
2762,8989,1512100.0,OK,
2763,8996,1815600.0,OK,
2764,6233,584700.0,OK,
2765,7319,563200.0,OK,
2766,D804,785540.0,OK,
2767,8373,1250300.0,OK,
2768,8376,1663200.0,OK,
2769,3996,529560.0,OK,
2770,6307,766140.0,OK,
2771,8444,999100.0,OK,
2772,B485,1218200.0,OK,
2773,B488,460400.0,Fail,
2774,5742,315900.0,Fail,
2775,6414,229680.0,Fail,
2776,9619,234420.0,Fail,
2777,B489,1303600.0,OK,
2778,B490,1357800.0,OK,
2779,4838,939780.0,OK,
2780,6415,738700.0,OK,
2781,B480,1720600.0,OK,
2782,B484,2066900.0,OK,
2783,5705,674620.0,OK,
2784,6413,859180.0,OK,
2785,B499,1115900.0,OK,
2786,B503,1448000.0,OK,
2787,3026,605440.0,OK,
2788,4730,648860.0,OK,
2789,6418,521940.0,OK,
2790,B476,1238300.0,OK,
2791,B479,1101700.0,OK,
2792,1004,169980.0,Fail,
2793,6412,435780.0,OK,
2794,4455,1288200.0,OK,
2795,4456,1818400.0,OK,
2796,4857,656680.0,OK,
2797,E847,775240.0,OK,
2798,1653,1623400.0,OK,
2799,7189,333080.0,Fail,
2800,7197,471980.0,Fail,
2801,B124,2081700.0,OK,
2802,B125,1195800.0,OK,
2803,B126,1869100.0,OK,
2804,B127,995200.0,OK,
2805,D424,873400.0,OK,
2806,D425,849560.0,OK,
2807,D426,995700.0,OK,
2808,B130,1641200.0,OK,
2809,B131,929300.0,OK,
2810,B132,1680300.0,OK,
2811,5221,197160.0,Fail,
2812,7683,197720.0,Fail,
2813,D427,839640.0,OK,
2814,D428,927300.0,OK,
2815,D429,806660.0,OK,
2816,2490,1429900.0,OK,
2817,2496,1003950.0,OK,
2818,2404,1021060.0,OK,
2819,E821,369840.0,Fail,
2820,2476,1974000.0,OK,
2821,2478,986800.0,OK,
2822,2489,927600.0,OK,
2823,2265,520700.0,OK,
2824,E819,613860.0,OK,
2825,E820,567800.0,OK,
2826,1663,1264700.0,OK,
2827,1671,1212600.0,OK,
2828,7199,665720.0,OK,
2829,7203,300880.0,Fail,
2830,2578,382000.0,Fail,
2831,2579,367500.0,Fail,
2832,2588,1154300.0,OK,
2833,E828,828560.0,OK,
2834,E829,872480.0,OK,
2835,2563,1341900.0,OK,
2836,2571,564100.0,Fail,
2837,E827,761840.0,OK,
2838,4174,1297200.0,OK,
2839,8998,1340000.0,OK,
2840,A839,2102700.0,OK,
2841,3507,1254900.0,OK,
2842,6234,1201900.0,OK,
2843,8293,1358440.0,OK,
2844,0231,651700.0,OK,
2845,2819,751300.0,OK,
2846,3920,884700.0,OK,
2847,6493,733500.0,OK,
2848,D740,814340.0,OK,
2849,2612,1862700.0,OK,
2850,3338,1939100.0,OK,
2851,3342,1955400.0,OK,
2852,3162,782300.0,OK,
2853,6670,522700.0,OK,
2854,9231,480180.0,Fail,
2855,2465,930200.0,OK,
2856,2467,1399100.0,OK,
2857,E817,843820.0,OK,
2858,E818,868000.0,OK,
2859,9035,868500.0,OK,
2860,9055,1421800.0,OK,
2861,6853,893980.0,OK,
2862,9240,438960.0,Fail,
2863,1650,854700.0,OK,
2864,1678,363900.0,Fail,
2865,1780,820800.0,OK,
2866,4965,647560.0,OK,
2867,8171,976060.0,OK,
2868,9059,1177400.0,OK,
2869,9064,1250100.0,OK,
2870,6854,558220.0,OK,
2871,B134,717300.0,OK,
2872,B135,738800.0,OK,
2873,B136,414900.0,Fail,
2874,B137,479300.0,Fail,
2875,B138,523600.0,Fail,
2876,B139,456400.0,Fail,
2877,6666,419740.0,Fail,
2878,C470,385360.0,Fail,
2879,D430,530700.0,OK,
2880,D431,493520.0,Fail,
2881,B706,1911000.0,OK,
2882,B707,463900.0,Fail,
2883,3200,642080.0,OK,
2884,D834,591500.0,OK,
2885,D835,779980.0,OK,
2886,A686,1261200.0,OK,
2887,D280,394840.0,OK,
2888,D281,264120.0,Fail,
2889,A688,1250950.0,OK,
2890,A689,942000.0,OK,
2891,A690,805700.0,OK,
2892,D282,763480.0,OK,
2893,D283,613960.0,OK,
2894,6649,758200.0,OK,
2895,8358,310600.0,Fail,
2896,8467,1593800.0,OK,
2897,2740,705260.0,OK,
2898,2750,640840.0,OK,
2899,6686,558080.0,OK,
2900,A311,2173700.0,OK,
2901,A312,920400.0,OK,
2902,A313,2194500.0,OK,
2903,A314,776300.0,OK,
2904,2262,543180.0,OK,
2905,9798,687420.0,OK,
2906,D052,975140.0,OK,
2907,D053,773040.0,OK,
2908,A258,805300.0,OK,
2909,C201,1396300.0,OK,
2910,C202,1750100.0,OK,
2911,C203,1797300.0,OK,
2912,5776,738240.0,OK,
2913,E022,576480.0,OK,
2914,E023,874140.0,OK,
2915,A691,1296000.0,OK,
2916,A692,296600.0,Fail,
2917,A693,2145000.0,OK,
2918,D284,838220.0,OK,
2919,D285,934120.0,OK,
2920,9073,2218900.0,OK,
2921,9127,1138700.0,OK,
2922,5553,140960.0,Fail,
2923,5748,674260.0,OK,
2924,6855,410400.0,OK,
2925,9743,864000.0,OK,
2926,9745,1885600.0,OK,
2927,9748,553460.0,OK,
2928,9749,776700.0,OK,
2929,1039,1290750.0,OK,
2930,1043,1714600.0,OK,
2931,1050,1887700.0,OK,
2932,4660,870160.0,OK,
2933,4661,505440.0,OK,
2934,B799,1805700.0,OK,
2935,B800,772900.0,OK,
2936,B801,1729200.0,OK,
2937,B802,637600.0,OK,
2938,2422,510820.0,OK,
2939,D758,849380.0,OK,
2940,D910,724700.0,OK,
2941,D911,736740.0,OK,
2942,7982,2098600.0,OK,
2943,1398,1168760.0,OK,
2944,B473,1240560.0,OK,
2945,A315,918600.0,OK,
2946,A316,1836300.0,OK,
2947,A317,932800.0,OK,
2948,D054,773360.0,OK,
2949,D055,904060.0,OK,
2950,B947,1236600.0,OK,
2951,B948,789700.0,OK,
2952,B949,1962100.0,OK,
2953,2746,593940.0,OK,
2954,D647,847940.0,OK,
2955,B950,534100.0,Fail,
2956,B951,578500.0,Fail,
2957,2742,574160.0,OK,
2958,D648,825520.0,OK,
2959,C427,1084400.0,OK,
2960,2423,209400.0,Fail,
2961,9642,1126320.0,OK,
2962,D776,297020.0,Fail,
2963,E162,711760.0,OK,
2964,3815,1558600.0,OK,
2965,3816,1792600.0,OK,
2966,4160,640740.0,OK,
2967,6857,555900.0,OK,
2968,0070,789400.0,OK,
2969,2980,1585500.0,OK,
2970,4504,1104800.0,OK,
2971,6561,754400.0,OK,
2972,2741,747000.0,OK,
2973,6564,509220.0,Fail,
2974,8538,631700.0,OK,
2975,3844,1272900.0,OK,
2976,6860,385480.0,OK,
2977,A602,488380.0,Fail,
2978,8384,1562000.0,OK,
2979,8385,1528400.0,OK,
2980,8388,1372800.0,OK,
2981,8391,479800.0,Fail,
2982,8393,1325700.0,OK,
2983,8403,634900.0,OK,
2984,6312,781700.0,OK,
2985,6313,489640.0,Fail,
2986,6314,576520.0,OK,
2987,6315,690140.0,OK,
2988,0854,1398700.0,OK,
2989,2998,525700.0,Fail,
2990,0242,462020.0,OK,
2991,0263,1036720.0,OK,
2992,2823,547940.0,OK,
2993,2518,1273900.0,OK,
2994,C205,1737200.0,OK,
2995,C206,1206500.0,OK,
2996,C207,847100.0,OK,
2997,7877,647700.0,OK,
2998,E024,656420.0,OK,
2999,E025,446540.0,Fail,
3000,B818,1246300.0,OK,
3001,B819,1207300.0,OK,
3002,4953,1866200.0,OK,
3003,5489,363080.0,Fail,
3004,D919,280380.0,Fail,
3005,D920,504640.0,OK,
3006,B708,1318500.0,OK,
3007,B709,1276600.0,OK,
3008,B710,1559100.0,OK,
3009,B711,700200.0,OK,
3010,5492,599520.0,OK,
3011,8647,583300.0,OK,
3012,A385,760720.0,OK,
3013,D836,811060.0,OK,
3014,D837,959660.0,OK,
3015,C429,1259900.0,OK,
3016,C430,327700.0,Fail,
3017,E163,934960.0,OK,
3018,E164,904780.0,OK,
3019,0419,567500.0,Fail,
3020,6834,1318500.0,OK,
3021,6835,1456400.0,OK,
3022,6847,642720.0,OK,
3023,6859,745760.0,OK,
3024,E921,796340.0,OK,
3025,1083,1611900.0,OK,
3026,5179,986660.0,OK,
3027,D163,1275580.0,OK,
3028,D164,1148300.0,OK,
3029,A289,263700.0,Fail,
3030,A290,214500.0,Fail,
3031,A291,409900.0,Fail,
3032,2718,380380.0,Fail,
3033,D042,765420.0,OK,
3034,0517,1138800.0,OK,
3035,0812,1775600.0,OK,
3036,5641,1686200.0,OK,
3037,2754,770520.0,OK,
3038,3408,824120.0,OK,
3039,5699,628460.0,OK,
3040,B783,290600.0,Fail,
3041,B784,1921900.0,OK,
3042,5417,812840.0,OK,
3043,D899,937640.0,OK,
3044,3120,1890700.0,OK,
3045,4342,591000.0,OK,
3046,5727,266450.0,Fail,
3047,5746,1043600.0,OK,
3048,5136,786400.0,OK,
3049,D201,719680.0,OK,
3050,D202,814480.0,OK,
3051,D203,768700.0,OK,
3052,A356,446200.0,Fail,
3053,A357,1132900.0,OK,
3054,A358,1153900.0,OK,
3055,D076,676020.0,OK,
3056,D077,337160.0,Fail,
3057,D078,907100.0,OK,
3058,A318,996650.0,OK,
3059,A319,628500.0,OK,
3060,A320,489800.0,Fail,
3061,D056,774560.0,OK,
3062,D057,814360.0,OK,
3063,B776,1997500.0,OK,
3064,B777,1262900.0,OK,
3065,D895,858500.0,OK,
3066,D896,400140.0,Fail,
3067,1685,1431800.0,OK,
3068,7207,988760.0,OK,
3069,C675,1072720.0,OK,
3070,3205,987300.0,OK,
3071,3875,829500.0,OK,
3072,3882,1012600.0,OK,
3073,B846,1556100.0,OK,
3074,D938,781360.0,OK,
3075,3887,539220.0,OK,
3076,3888,687960.0,OK,
3077,D939,802500.0,OK,
3078,B952,1868300.0,OK,
3079,B953,1526000.0,OK,
3080,B954,860400.0,OK,
3081,7269,955620.0,OK,
3082,7970,883940.0,OK,
3083,D649,525400.0,OK,
3084,D650,1029180.0,OK,
3085,C208,1832000.0,OK,
3086,C209,1874500.0,OK,
3087,9646,838940.0,OK,
3088,D169,303700.0,Fail,
3089,E026,726500.0,OK,
3090,E027,1006440.0,OK,
3091,1783,1751000.0,OK,
3092,1785,1152200.0,OK,
3093,C211,1930400.0,OK,
3094,C213,1079200.0,OK,
3095,2421,584000.0,OK,
3096,9816,585580.0,OK,
3097,9823,629220.0,OK,
3098,A705,736240.0,OK,
3099,D779,527780.0,OK,
3100,C644,442500.0,Fail,
3101,C645,1709600.0,OK,
3102,3518,795900.0,OK,
3103,5434,740520.0,OK,
3104,E331,393920.0,OK,
3105,E332,669680.0,OK,
3106,3868,811800.0,OK,
3107,3869,870300.0,OK,
3108,6862,687280.0,OK,
3109,8365,302500.0,Fail,
3110,B824,547020.0,OK,
3111,C215,1942300.0,OK,
3112,C216,1945900.0,OK,
3113,C217,1981100.0,OK,
3114,4863,916560.0,OK,
3115,9655,820800.0,OK,
3116,E029,654680.0,OK,
3117,E030,892980.0,OK,
3118,C219,1572700.0,OK,
3119,C220,1286700.0,OK,
3120,5490,286600.0,Fail,
3121,E031,1093120.0,OK,
3122,E032,420240.0,OK,
3123,C646,1188200.0,OK,
3124,C647,1362200.0,OK,
3125,8050,875140.0,OK,
3126,E333,803400.0,OK,
3127,E334,916800.0,OK,
3128,A877,1924300.0,OK,
3129,A878,1772100.0,OK,
3130,2726,478280.0,Fail,
3131,D371,384280.0,Fail,
3132,D372,740960.0,OK,
3133,A159,1718500.0,OK,
3134,A160,1926700.0,OK,
3135,2424,710520.0,OK,
3136,D023,720520.0,OK,
3137,D024,1124100.0,OK,
3138,0855,984000.0,OK,
3139,6579,1752000.0,OK,
3140,6585,941500.0,OK,
3141,3016,250180.0,Fail,
3142,6594,422940.0,Fail,
3143,6635,272120.0,Fail,
3144,2687,1684300.0,OK,
3145,2699,1809900.0,OK,
3146,2708,830700.0,OK,
3147,2712,1000380.0,OK,
3148,2774,716700.0,OK,
3149,2782,390600.0,Fail,
3150,B956,1234700.0,OK,
3151,3201,829580.0,OK,
3152,9414,470800.0,Fail,
3153,9434,467060.0,Fail,
3154,D651,999840.0,OK,
3155,D652,569000.0,OK,
3156,E898,1041800.0,OK,
3157,B140,784900.0,OK,
3158,B141,2090700.0,OK,
3159,B142,1900900.0,OK,
3160,B143,726800.0,OK,
3161,B144,732400.0,OK,
3162,B145,551400.0,Fail,
3163,D432,496920.0,Fail,
3164,D433,607080.0,OK,
3165,D434,562460.0,OK,
3166,D435,676380.0,OK,
3167,8079,1173400.0,OK,
3168,8091,1602000.0,OK,
3169,6059,666860.0,OK,
3170,6060,760260.0,OK,
3171,3975,994600.0,OK,
3172,3976,1167000.0,OK,
3173,5544,450200.0,Fail,
3174,6495,433940.0,Fail,
3175,2701,1976500.0,OK,
3176,3977,1771000.0,OK,
3177,3978,1672900.0,OK,
3178,5734,962440.0,OK,
3179,6496,741940.0,OK,
3180,6497,765360.0,OK,
3181,9457,552000.0,OK,
3182,9630,827560.0,OK,
3183,C906,1179100.0,OK,
3184,5733,388800.0,OK,
3185,E488,970080.0,OK,
3186,E489,1065380.0,OK,
3187,0038,1031900.0,OK,
3188,0040,1484800.0,OK,
3189,1324,1174860.0,OK,
3190,6024,1126960.0,OK,
3191,3981,1910800.0,OK,
3192,3982,2152500.0,OK,
3193,6499,328420.0,Fail,
3194,9019,825540.0,OK,
3195,0836,1706400.0,OK,
3196,0842,1882500.0,OK,
3197,4589,344540.0,Fail,
3198,B749,399000.0,OK,
3199,8237,999000.0,OK,
3200,8540,485180.0,Fail,
3201,5029,962800.0,OK,
3202,5031,582600.0,Fail,
3203,4526,752280.0,OK,
3204,4581,491800.0,Fail,
3205,1063,1183100.0,OK,
3206,4669,826380.0,OK,
3207,9447,571880.0,OK,
3208,8828,1448300.0,OK,
3209,8838,1846400.0,OK,
3210,7867,474220.0,Fail,
3211,7868,750220.0,OK,
3212,8869,1697300.0,OK,
3213,8870,938500.0,OK,
3214,8878,445200.0,OK,
3215,8880,723080.0,OK,
3216,0046,1701700.0,OK,
3217,0100,1634600.0,OK,
3218,4667,490400.0,Fail,
3219,1409,1986800.0,OK,
3220,1427,1813000.0,OK,
3221,3646,1881900.0,OK,
3222,0911,454340.0,Fail,
3223,4892,264480.0,Fail,
3224,1786,449300.0,OK,
3225,1806,708100.0,OK,
3226,4877,537600.0,OK,
3227,2473,565150.0,OK,
3228,2480,452250.0,Fail,
3229,2522,733280.0,OK,
3230,2314,1089500.0,OK,
3231,2315,1165700.0,OK,
3232,8844,485620.0,OK,
3233,C189,831760.0,OK,
3234,C908,1422900.0,OK,
3235,C909,1258300.0,OK,
3236,A854,737660.0,OK,
3237,E490,793780.0,OK,
3238,0253,761900.0,OK,
3239,0255,1575200.0,OK,
3240,0259,1752900.0,OK,
3241,0687,1895500.0,OK,
3242,3047,437960.0,Fail,
3243,5153,436380.0,OK,
3244,E580,679680.0,OK,
3245,E581,945680.0,OK,
3246,E582,412180.0,Fail,
3247,5278,401600.0,Fail,
3248,4878,361860.0,Fail,
3249,4879,215960.0,Fail,
3250,C305,211440.0,Fail,
3251,C910,1811000.0,OK,
3252,C912,1843800.0,OK,
3253,B518,1246400.0,OK,
3254,D847,1277720.0,OK,
3255,E492,1018380.0,OK,
3256,E493,1051460.0,OK,
3257,1686,1678900.0,OK,
3258,1688,1144000.0,OK,
3259,1071,957360.0,OK,
3260,3454,686880.0,OK,
3261,1693,1418200.0,OK,
3262,1696,1561200.0,OK,
3263,4778,771060.0,OK,
3264,7210,852320.0,OK,
3265,A685,909640.0,OK,
3266,0262,1228700.0,OK,
3267,0264,1195400.0,OK,
3268,4800,654580.0,OK,
3269,D236,792880.0,OK,
3270,E583,680560.0,OK,
3271,E584,555700.0,OK,
3272,3241,1838700.0,OK,
3273,3242,699900.0,OK,
3274,3254,1879100.0,OK,
3275,5427,703280.0,OK,
3276,6515,563480.0,OK,
3277,6519,570740.0,OK,
3278,6522,462980.0,Fail,
3279,1048,2237500.0,OK,
3280,C520,1379600.0,OK,
3281,7216,454080.0,OK,
3282,7223,682540.0,OK,
3283,9666,619320.0,OK,
3284,1051,730600.0,OK,
3285,5715,865500.0,OK,
3286,C522,531000.0,Fail,
3287,4010,358120.0,Fail,
3288,7234,1276920.0,OK,
3289,7235,971780.0,OK,
3290,7236,294960.0,Fail,
3291,9673,1279900.0,OK,
3292,C913,1135700.0,OK,
3293,C914,887300.0,OK,
3294,C915,1320000.0,OK,
3295,3215,468800.0,Fail,
3296,9684,454080.0,OK,
3297,E494,949420.0,OK,
3298,E495,754360.0,OK,
3299,C221,1483700.0,OK,
3300,C222,1404800.0,OK,
3301,C223,1225600.0,OK,
3302,C224,828200.0,OK,
3303,E033,690740.0,OK,
3304,E034,572200.0,OK,
3305,E153,877300.0,OK,
3306,0288,1306700.0,OK,
3307,4679,496780.0,OK,
3308,5741,490940.0,OK,
3309,9685,1317320.0,OK,
3310,E585,1286240.0,OK,
3311,C649,1533600.0,OK,
3312,C650,1155800.0,OK,
3313,C651,1104100.0,OK,
3314,4176,1137240.0,OK,
3315,5475,456480.0,Fail,
3316,E335,632340.0,OK,
3317,E336,644560.0,OK,
3318,E849,537140.0,OK,
3319,0899,696500.0,OK,
3320,0902,1165800.0,OK,
3321,0905,1666500.0,OK,
3322,5430,941400.0,OK,
3323,5620,845680.0,OK,
3324,6465,950480.0,OK,
3325,E727,1292960.0,OK,
3326,E728,907460.0,OK,
3327,E729,798500.0,OK,
3328,C916,1715900.0,OK,
3329,C917,1551200.0,OK,
3330,8760,747520.0,OK,
3331,E496,1259540.0,OK,
3332,E497,1064720.0,OK,
3333,1720,1337900.0,OK,
3334,1721,1584400.0,OK,
3335,4175,842600.0,OK,
3336,7245,947500.0,OK,
3337,7246,854480.0,OK,
3338,B516,432560.0,Fail,
3339,0291,826600.0,OK,
3340,0296,836200.0,OK,
3341,0299,779000.0,OK,
3342,2640,642900.0,OK,
3343,2641,875600.0,OK,
3344,4697,477400.0,OK,
3345,9686,615440.0,OK,
3346,9838,691060.0,OK,
3347,9840,543240.0,OK,
3348,E586,212800.0,Fail,
3349,1725,2054700.0,OK,
3350,6620,424280.0,OK,
3351,7253,264380.0,Fail,
3352,D008,842660.0,OK,
3353,1736,1330100.0,OK,
3354,1737,935300.0,OK,
3355,7255,297740.0,Fail,
3356,7261,689360.0,OK,
3357,7282,583420.0,OK,
3358,B639,519220.0,OK,
3359,1241,1246800.0,OK,
3360,1333,1051100.0,OK,
3361,7160,1086560.0,OK,
3362,A168,291240.0,Fail,
3363,C432,1480700.0,OK,
3364,C433,1224400.0,OK,
3365,4680,469380.0,OK,
3366,E165,979680.0,OK,
3367,E166,650480.0,OK,
3368,A843,1469800.0,OK,
3369,3212,421700.0,OK,
3370,6236,345980.0,Fail,
3371,6238,556720.0,OK,
3372,A147,1011840.0,OK,
